Date,US,JP
2016-10-31,2126.14990234375,17425.01953125
2016-11-30,2198.81005859375,18308.48046875
2016-12-31,2238.830078125,19114.369140625
2017-01-31,2278.8701171875,19041.33984375
2017-02-28,2363.639892578125,19118.990234375
2017-03-31,2362.719970703125,18909.259765625
2017-04-30,2384.199951171875,19196.740234375
2017-05-31,2411.800048828125,19650.5703125
2017-06-30,2423.409912109375,20033.4296875
2017-07-31,2470.300048828125,19925.1796875
2017-08-31,2471.64990234375,19646.240234375
2017-09-30,2519.360107421875,20356.279296875
2017-10-31,2575.260009765625,22011.609375
2017-11-30,2647.580078125,22724.9609375
2017-12-31,2673.610107421875,22764.939453125
2018-01-31,2823.81005859375,23098.2890625
2018-02-28,2713.830078125,22068.240234375
2018-03-31,2640.8701171875,21454.30078125
2018-04-30,2648.050048828125,22467.869140625
2018-05-31,2705.27001953125,22201.8203125
2018-06-30,2718.3701171875,22304.509765625
2018-07-31,2816.2900390625,22553.720703125
2018-08-31,2901.52001953125,22865.150390625
2018-09-30,2913.97998046875,24120.0390625
2018-10-31,2711.739990234375,21920.4609375
2018-11-30,2760.169921875,22351.060546875
2018-12-31,2506.85009765625,20014.76953125
2019-01-31,2704.10009765625,20773.490234375
2019-02-28,2784.489990234375,21385.16015625
2019-03-31,2834.39990234375,21205.810546875
2019-04-30,2945.830078125,22258.73046875
2019-05-31,2752.06005859375,20601.189453125
2019-06-30,2941.760009765625,21275.919921875
2019-07-31,2980.3798828125,21521.529296875
2019-08-31,2926.4599609375,20704.369140625
2019-09-30,2976.739990234375,21755.83984375
2019-10-31,3037.56005859375,22927.0390625
2019-11-30,3140.97998046875,23293.91015625
2019-12-31,3230.780029296875,23656.619140625
2020-01-31,3225.52001953125,23205.1796875
2020-02-29,2954.219970703125,21142.9609375
2020-03-31,2584.590087890625,18917.009765625
2020-04-30,2912.429931640625,20193.689453125
2020-05-31,3044.31005859375,21877.890625
2020-06-30,3100.2900390625,22288.140625
2020-07-31,3271.1201171875,21710.0
2020-08-31,3500.31005859375,23139.759765625
2020-09-30,3363.0,23185.119140625
2020-10-31,3269.9599609375,22977.130859375
2020-11-30,3621.6298828125,26433.619140625
2020-12-31,3756.070068359375,27444.169921875
2021-01-31,3714.239990234375,27663.390625
2021-02-28,3811.14990234375,28966.009765625
2021-03-31,3972.889892578125,29178.80078125
2021-04-30,4181.169921875,28812.630859375
2021-05-31,4204.10986328125,28860.080078125
2021-06-30,4297.5,28791.529296875
2021-07-31,4395.259765625,27283.58984375
2021-08-31,4522.68017578125,28089.5390625
2021-09-30,4307.5400390625,29452.66015625
2021-10-31,4605.3798828125,28892.689453125
2021-11-30,4567.0,27821.759765625
2021-12-31,4766.18017578125,28791.7109375
2022-01-31,4515.5498046875,27001.98046875
2022-02-28,4373.93994140625,26526.8203125
2022-03-31,4530.41015625,27821.4296875
2022-04-30,4131.93017578125,26847.900390625
2022-05-31,4132.14990234375,27279.80078125
2022-06-30,3785.3798828125,26393.0390625
2022-07-31,4130.2900390625,27801.640625
2022-08-31,3955.0,28091.529296875
2022-09-30,3585.6201171875,25937.2109375
2022-10-31,3871.97998046875,27587.4609375
2022-11-30,4080.110107421875,27968.990234375
2022-12-31,3839.5,26094.5
