,期間,現地通貨 年率,為替 年率,円建て 年率,現地通貨 リスク,円建て リスク,株と為替の相関
US,1971-02〜2026-09,0.08208444530299563,-0.014699274580928345,0.06617858892173523,0.15159657950280533,0.18523905132642876,0.0032142285916100903
